Sports_tags,number,overlap_num,overlap_word
빅매치,2,0,[]
newyorkknicks,2,4,"['goldenstatewarriorsvsnewyorkknickshighlights', 'goldenstatewarriorsvsnewyorkknicksfullgamehighlights', 'clevelandcavaliersvsnewyorkknickshighlights', 'clevelandcavaliersvsnewyorkknicksfullgamehighlights']"
knicks,2,13,"['newyorkknicks', 'goldenstatewarriorsvsnewyorkknickshighlights', 'gswarriorsvsknicks', 'goldenstatewarriorsvsnewyorkknicksfullgamehighlights', 'gswarriorsvsknicksfullgamehighlights', 'knicksvswarriors', 'goldenstatevsknicks', 'knicksvsgswarriorsfullgamehighlights', 'cavaliersvsknicksfullgamehighlights', 'clevelandcavaliersvsnewyorkknickshighlights', 'cavsvsknicks', 'clevelandcavaliersvsnewyorkknicksfullgamehighlights', 'cavaliersvsknicks']"
celticsvsbucksfullgamehighlights,2,0,[]
bucks,2,11,"['celticsvsbucksfullgamehighlights', 'bucksvscelticsfullgamehighlights', 'milwaukeebucks', 'celticsvsbucks', 'bostoncelticsvsmilwaukeebuckshighlights', 'celticsvsbucksgame4', 'milwaukeebucksvsbostoncelticsfullgamehighlights', 'bucksvscelticsgame4', 'bostoncelticsvsmilwaukeebucksfullgamehighlights', 'milwaukeebucksvsbostoncelticshighlights', 'bucksvsceltics']"
boston,2,18,"['bostonceltics', 'clevelandcavaliersvsbostoncelticsfullgamehighlights', 'clevelandcavaliersvsbostoncelticshighlights', 'clevelandvsboston', 'goldenstatevsboston', 'goldenstatewarriorsvsbostoncelticshighlights', 'goldenstatewarriorsvsbostoncelticsfullgamehighlights', 'bostoncelticsvsmilwaukeebuckshighlights', 'milwaukeevsboston', 'milwaukeebucksvsbostoncelticsfullgamehighlights', 'bostoncelticsvsmilwaukeebucksfullgamehighlights', 'milwaukeebucksvsbostoncelticshighlights', 'bostonvsmilwaukee', 'bostonredsox', 'bostoncelticsvsphiladelphiasixershighlights', 'bostonvsphiladelphia', 'bostoncelticsvsphiladelphiasixersfullgamehighlights', 'bostoncelticsvsgoldenstatewarriorsfullgamehighlights']"
bucksvscelticsfullgamehighlights,2,0,[]
livestream,2,0,[]
tr?cti?pvtv6,2,0,[]
tr?cti?pvleague,2,0,[]
germany,2,1,['germanyvsfrancefullmatch-highlights&goals']
milwaukeebucks,2,4,"['bostoncelticsvsmilwaukeebuckshighlights', 'milwaukeebucksvsbostoncelticsfullgamehighlights', 'bostoncelticsvsmilwaukeebucksfullgamehighlights', 'milwaukeebucksvsbostoncelticshighlights']"
bangkok,2,0,[]
king'scup,2,1,"[""king'scup46""]"
thairathtv,2,0,[]
king'scup46,2,0,[]
aliotop,2,0,[]
경기하이라이트,2,0,[]
웨일즈,2,1,['중국웨일즈']
china,2,2,"['koreachina', 'chinavolleyballleague2017']"
a매치,2,0,[]
가레스베일,2,0,[]
중국웨일즈,2,0,[]
다저스5선발,2,1,['다저스5선발류현진']
hyunjinryu,2,0,[]
다저스,2,5,"['la다저스', '류현진다저스', '다저스5선발', '다저스5선발류현진', '다저스선발']"
dodgersryu,2,0,[]
류현진멘탈,2,0,[]
dodgers,2,3,"['dodgersvsnationals', 'losangelesdodgers', 'dodgersryu']"
류현진커터,2,0,[]
류현진볼넷,2,0,[]
류현진4월17일하이라이트,2,0,[]
다저스5선발류현진,2,0,[]
한화류현진,2,0,[]
류현진투수,2,0,[]
류현진qs,2,0,[]
류현진닥터k,2,0,[]
닥터k,2,1,['류현진닥터k']
류현진9탈삼진,2,0,[]
????????????????46,2,0,[]
thailand,2,0,[]
????????2018,2,0,[]
??????????32,2,0,[]
포켓볼,2,0,[]
billiards,2,4,"['billiardslesson', 'poolbilliards', '3cushionbilliards', 'pocketbilliards']"
바둑,2,2,"['세계바둑', '바둑tv']"
오타니2호홈런,2,0,[]
oklahomacityvsgoldenstate,2,0,[]
gswarriorsvsokcthunderfullgamehighlights,2,0,[]
oklahomacitythundervsgoldenstatewarriorshighlights,2,0,[]
warriorsvsthunder,2,0,[]
majorleaguebaseball,2,0,[]
프로야구퇴장,2,0,[]
이원석심판판정,2,0,[]
majorleague,2,1,['majorleaguebaseball']
이용규논란,2,0,[]
오타니멀티안타,2,0,[]
오타니타석모음,2,0,[]
오타니경기,2,0,[]
오타니이도류,2,0,[]
오차니투타겸업,2,0,[]
난구,2,1,['난구풀이']
오타니타자,2,0,[]
투타겸업,2,1,['오차니투타겸업']
오타니타격,2,0,[]
이도류,2,1,['오타니이도류']
이용규이원석,2,0,[]
이용규항의,2,0,[]
이원석,2,3,"['이원석심판판정', '이용규이원석', '삼성이원석']"
이원선항의,2,0,[]
이용규아웃,2,0,[]
한화이용규,2,0,[]
이용규심판판정,2,0,[]
이용규퇴장,2,0,[]
한화삼성,2,0,[]
okcthundervsgswarriorsfullgamehighlights,2,0,[]
thundervswarriors,2,0,[]
oklahomacitythundervsgoldenstatewarriorsfullgamehighlights,2,0,[]
okcthunder,2,2,"['gswarriorsvsokcthunderfullgamehighlights', 'okcthundervsgswarriorsfullgamehighlights']"
billiardslesson,2,0,[]
case,2,0,[]
difficultposition,2,0,[]
poolbilliards,2,0,[]
난구풀이,2,0,[]
4구,2,0,[]
3cushionbilliards,2,0,[]
당구강좌,2,0,[]
pocketbilliards,2,0,[]
한국세르비아,2,0,[]
세르비아대한민국,2,0,[]
warriorsvsspurs,2,2,"['gswarriorsvsspursfullgamehighlights', 'warriorsvsspursgame5']"
spursvswarriors,2,2,"['spursvswarriorsgame5highlights', 'spursvswarriorsgame5']"
오승환세이브,2,0,[]
오승환첫세이브,2,0,[]
오승환토론토,2,0,[]
오승환슬라이더,2,0,[]
오승환경기,2,0,[]
오승환등판,2,0,[]
오승환마무리,2,0,[]
오승환하이라이트,2,0,[]
오승환피칭,2,0,[]
오승환투구,2,1,['오승환투구폼']
오승환양키스,2,0,[]
끝판왕,2,0,[]
오승환투구폼,2,0,[]
오승환돌직구,2,0,[]
gmtv,2,0,[]
grandsmatchstv,2,0,[]
한화,2,3,"['한화류현진', '한화이용규', '한화삼성']"
무제한급,2,0,[]
lalitbhandari,2,0,[]
nepalvszimbabwe,2,0,[]
sandeeplamichhane,2,0,[]
shaktigauchan,2,0,[]
이범호,2,0,[]
안경언니,2,1,['여자컬링안경언니']
패럴림픽,2,0,[]
은정,2,6,"['김은정', '여자컬링김은정나이', '여자컬링김은정결혼', '여자컬링김은정인스타', '여자컬링김은정', '여자컬링김은정남편']"
로드fc,2,0,[]
roadfc,2,0,[]
계체량,2,0,[]
주먹이운다,2,0,[]
김재훈,2,0,[]
허재혁,2,0,[]
멘탈갑류현진,2,0,[]
겁없는녀석들,2,0,[]
đongtri?u,2,0,[]
binhd??ng,2,3,"['becamexbinhd??ng', 'hoanganhgialaivsb.binhd??ng', 'tr?cti?p|hoanganhgialaivsb.binhd??ng']"
khaiman,2,0,[]
파리생제르망,2,0,[]
오바메양,2,0,[]
minhv??ng,2,0,[]
november,2,0,[]
보겸,2,0,[]
류현진인터뷰,2,0,[]
3승,2,1,['류현진3승']
데이브로버츠,2,0,[]
류현진투심패스트볼,2,0,[]
basantregmi,2,0,[]
commentary,2,1,['allgoals&highlightscommentary']
sompalkami,2,0,[]
paraskhadka(c),2,0,[]
슈퍼매치,2,0,[]
신라면,2,0,[]
한중전,2,0,[]
한국기원,2,0,[]
김지석,2,0,[]
축구동영상,2,0,[]
축구스페셜,2,0,[]
김치빌리아드,2,0,[]
강상구,2,0,[]
mk빌리어드뉴스,2,0,[]
상구당구,2,0,[]
카바니,2,1,['네이마르카바니']
음바페,2,1,['네이마르음바페']
kimchibilliard,2,0,[]
cavani,2,0,[]
셀틱,2,0,[]
kckaran,2,0,[]
livecricketscore,2,0,[]
sharadvesawkar,2,0,[]
icccricketworldcupqualifiers,2,0,[]
dipendrasinghairee,2,0,[]
lalitrajbanshi,2,0,[]
rohitkumar,2,0,[]
dilipnath(w),2,0,[]
gyanendramalla,2,0,[]
anilsah,2,0,[]
aarifsheikh,2,0,[]
류현진패스트볼,2,0,[]
류현진3승,2,0,[]
토트넘본머스하이라이트,2,0,[]
v?ns?n,2,0,[]
l?chtray,2,0,[]
류현진슬라이더,2,0,[]
류현진무실점경기,2,0,[]
류현진커브,2,0,[]
류현진체인지업,2,0,[]
류현진1점대방어율,2,0,[]
류현진포심패스트볼,2,0,[]
류현진삼자범퇴,2,0,[]
류현진무실점,2,1,['류현진무실점경기']
류현진스트라이크,2,0,[]
류현진방어율,2,0,[]
sergioramos,2,0,[]
h?iphong,2,0,[]
???????????????????,2,4,"['????????????????????????????????', '????????????????????', '????????????????????????????????????????2-2-???????????????-?????????????', '????????????????????????????1-1-??????????????-???????????????-???????????']"
cavaliersvspacersgame2,2,0,[]
pacersvscavaliersgame2,2,0,[]
cavsvspacers,2,0,[]
층간소음운동,2,0,[]
뱃살빼는운동,2,0,[]
복부비만운동,2,0,[]
누워서운동,2,0,[]
다이어트운동,2,0,[]
집에서유산소운동,2,0,[]
유산소운동,2,1,['집에서유산소운동']
홈트,2,1,['홈트레이닝']
홈트레이닝,2,0,[]
살빼는운동,2,2,"['다리살빼는운동', '뱃살빼는운동']"
farrgan,2,0,[]
thanhph?c?ng,2,0,[]
손흥민본머스,2,1,['손흥민본머스볼터치']
chunghaesoong,2,0,[]
토트넘vs본머스하이라이트,2,0,[]
손흥민본머스볼터치,2,0,[]
토트넘본머스,2,1,['토트넘본머스하이라이트']
손흥민vs본머스,2,1,['손흥민vs본머스볼터치']
손흥민vs본머스볼터치,2,0,[]
charleshamelin,2,0,[]
우다징,2,0,[]
isu,2,1,['kisum']
valeriemaltias,2,0,[]
최민정,2,0,[]
계주,2,2,"['여자계주논란', '일본반응쇼트트랙3000계주평창올림픽']"
김아랑,2,0,[]
김도겸,2,0,[]
minjeongchoi,2,0,[]
kimboutin,2,0,[]
결승,2,10,"['베트남축구결승', '베트남준결승', '베트남결승', '준준결승', '여자팀추월준준결승', '컬링결승', '챔스준결승', '준결승1차전', '준결승진출', '정현준결승상대']"
심석희,2,0,[]
shorttrack,2,0,[]
dagingwu,2,0,[]
elisechristie,2,0,[]
킴부탱,2,0,[]
서이라,2,0,[]
sukhee,2,1,['sohnsukhee']
황대헌,2,0,[]
곽윤기,2,0,[]
판커신,2,0,[]
sjinkieknegt,2,0,[]
hoaph??ngđ?,2,0,[]
미녀야구팬,2,0,[]
기아팬페스트,2,0,[]
정현샌드그렌,2,0,[]
호주오픈테니스,2,0,[]
황인범,2,0,[]
페더러베르디흐,2,0,[]
alexanderzverev,2,0,[]
정현4강진출,2,0,[]
정현경기생중계,2,0,[]
sandgren,2,1,['tennyssandgren']
jtbc,2,3,"['jtbc생중계', 'jtbc중계', 'jtbcnews']"
뉴스룸,2,0,[]
온에어,2,0,[]
이형택,2,0,[]
정현8강전,2,0,[]
정현8강,2,1,['정현8강전']
정현보고있나,2,0,[]
vietnamsoccer,2,0,[]
박항서베트남축구,2,0,[]
블리츠볼,2,0,[]
직구,2,1,['오승환돌직구']
커브,2,1,['류현진커브']
토트넘아포엘,2,0,[]
경식구,2,0,[]
lg트윈스,2,1,['야구중심lg트윈스']
겐코볼,2,0,[]
손흥민슛,2,0,[]
체인지업,2,1,['류현진체인지업']
실험,2,0,[]
김대현,2,0,[]
스웨이볼,2,0,[]
방탄소년단,2,0,[]
newsroom,2,0,[]
손석희,2,0,[]
여자,2,47,"['여자팀추월', '여자컬링', '여자루지부상', '여자하체운동', '여자팀추월경기', '여자스피드팀추월', '여자스피드스케이팅', '여자팀추월경기장면', '여자팀추월경기영상', '여자컬링영미', '여자컬링안경선배', '여자컬링후지사와', '여자컬링김은정나이', '평창동계올림픽여자컬링', '여자컬링결혼', '여자컬링김초희', '여자컬링주장', '여자컬링순위', '여자컬링김은지', '여자컬링꼬부기', '여자컬링메달', '여자컬링김은정결혼', '여자컬링의성', '여자컬링이슬비', '여자컬링분선', '여자컬링김은정인스타', '여자컬링남편', '여자컬링안경언니', '여자컬링국가대표', '여자컬링일본', '여자컬링김지선', '여자컬링예선', '여자컬링김은정', '여자컬링결선', '여자컬링안경', '여자컬링김은정남편', '여자계주논란', '여자컬링바나나', '스피드스케이팅여자팀추월', '여자팀추월불화', '여자팀추월욕먹는이유', '여자팀추월준준결승', '여자팀추월팀워크', '여자팀추월탈락', '여자컬링해외언론', '한국여자컬링', '여자팀추월기자회견']"
tennyssandgren,2,0,[]
초딩격파,2,0,[]
초딩,2,3,"['초딩격파', '초딩야구', '초딩구속']"
u23vi?tnamvsu23qatar,2,0,[]
binhlu?n,2,2,"['binhlu?nsautr?nđ?u', 'binhlu?nbongđa']"
u23qatar,2,2,"['u23vi?tnamvsu23qatar', '#u23qatar']"
테니스영상,2,0,[]
메이저대회,2,0,[]
윔블던,2,0,[]
프링골스챌린지,2,0,[]
호즈테니스대회,2,0,[]
프링글스,2,0,[]
프링골스,2,1,['프링골스챌린지']
탁구공,2,0,[]
노박조코비치,2,0,[]
정현경기,2,1,['정현경기생중계']
김선민,2,0,[]
테니스샌드그렌,2,1,['테니스샌드그렌테니스']
제이티비씨,2,0,[]
sohnsukhee,2,0,[]
8강전,2,1,['정현8강전']
안현범,2,0,[]
australianopen2018,2,0,[]
jtbc생중계,2,0,[]
jtbc중계,2,0,[]
연세대디발라,2,0,[]
생중계,2,2,"['정현경기생중계', 'jtbc생중계']"
jtbcnews,2,0,[]
테니스그랜드슬램,2,0,[]
정현테니스중계,2,0,[]
mukbang,2,0,[]
bigbang,2,0,[]
mina,2,0,[]
momo,2,0,[]
computer,2,0,[]
생방송,2,0,[]
dudeperfectstereotypes,2,0,[]
bowling,2,0,[]
clean,2,0,[]
dude,2,8,"['dudeperfectstereotypes', 'dudeperfectbasketball', 'dudeperfectworldrecord', 'dudeperfectbottleflip', 'dudeperfect', 'dudeperfectwaterbottleflip', 'dudereallife', 'dudes']"
체험,2,0,[]
dudeperfectbasketball,2,0,[]
waterbottleflip,2,1,['dudeperfectwaterbottleflip']
familyfriendly,2,0,[]
edition,2,0,[]
family,2,1,['familyfriendly']
spinner,2,2,"['fidgetspinners', 'spinners']"
dudeperfectworldrecord,2,0,[]
trickshots,2,0,[]
fidgetspinners,2,0,[]
nerf,2,0,[]
불양,2,0,[]
dp,2,0,[]
리뷰,2,2,"['리뷰엉이북스', '리뷰엉이']"
trickshot,2,1,['trickshots']
spinners,2,1,['fidgetspinners']
dudeperfectbottleflip,2,0,[]
bubblewrap,2,0,[]
reallife,2,2,"['dudereallife', 'reallifetricks']"
dudeperfect,2,5,"['dudeperfectstereotypes', 'dudeperfectbasketball', 'dudeperfectworldrecord', 'dudeperfectbottleflip', 'dudeperfectwaterbottleflip']"
ps4,2,0,[]
dudeperfectwaterbottleflip,2,0,[]
new,2,17,"['goldenstatewarriorsvsneworleanspelicanshighlights', 'goldenstatewarriorsvsneworleanspelicansfullgamehighlights', 'neworleanspelicans', 'goldenstatevsneworleans', 'news', 'newengland', 'vffnews', 'newyorkknicks', 'newsroom', 'jtbcnews', 'newyorkyankees', 'goldenstatewarriorsvsnewyorkknickshighlights', 'goldenstatewarriorsvsnewyorkknicksfullgamehighlights', 'clevelandcavaliersvsnewyorkknickshighlights', 'newyork', 'clevelandvsnewyork', 'clevelandcavaliersvsnewyorkknicksfullgamehighlights']"
예능,2,1,['#예능']
pc,2,0,[]
pingpong,2,0,[]
온라인,2,0,[]
현장,2,0,[]
분위기,2,0,[]
방탄,2,1,['방탄소년단']
フンミンソン,2,0,[]
bts,2,0,[]
akb48,2,0,[]
근본,2,1,['근본투어']
손흥민개인기,2,0,[]
안치홍,2,0,[]
레알,2,7,"['레알마드리드', '레알소시에다드', '레알뮌헨', '레알마르셀루', '레알마드리드유벤투스', '유벤투스레알마드리드', '유벤투스레알마드리드하이라이트']"
아산무궁화,2,0,[]
박동혁,2,0,[]
아산,2,1,['아산무궁화']
세리에,2,0,[]
bottleflip,2,3,"['waterbottleflip', 'dudeperfectbottleflip', 'dudeperfectwaterbottleflip']"
피파,2,1,['#피파18']
남캠,2,0,[]
리그앙,2,0,[]
김현수,2,0,[]
공포,2,0,[]
추천,2,0,[]
요리,2,0,[]
프리메라리가,2,0,[]
신작,2,0,[]
후기,2,0,[]
스팀,2,0,[]
먹방,2,0,[]
최신,2,0,[]
조용준,2,0,[]
조라이더,2,0,[]
대한민국온두라스,2,1,['대한민국온두라스하이라이트']
박지성산책세레모니,2,0,[]
seoltae-su,2,0,[]
nguy?nquangh?i,2,0,[]
leeyeong-jae,2,0,[]
jeongdong-ho,2,0,[]
ulsanhuyndai,2,0,[]
kimdo-hoon,2,0,[]
kimseung-jun,2,0,[]
choikyu-baek,2,0,[]
이만수,2,1,['김기태이만수']
hanqu?c,2,0,[]
hađ?cchinh,2,0,[]
đoanv?nh?u,2,0,[]
viettel,2,0,[]
신동훈,2,0,[]
chung,2,8,"['chunghyeonretired', 'chunghyeon', 'chunghyeonblister', 'chunghaesoong', 'hyeonchung', 'chungk?tcupqu?cgia', 'chungk?tcupqu?cgias?thienthanh2017', 'thanhchung']"
불문율,2,0,[]
김기태,2,1,['김기태이만수']
김기태이만수,2,0,[]
유상철,2,0,[]
짤,2,0,[]
buiti?nd?ng,2,0,[]
?????????????????,2,6,"['????????????????????????????????', '????????????????????', '???????????????????', '????????????????????????????????????????2-2-???????????????-?????????????', '??????????????????', '????????????????????????????1-1-??????????????-???????????????-???????????']"
leesang-heon,2,0,[]
에버튼전하이라이트,2,0,[]
손흥민에버튼전,2,0,[]
손흥민에버튼,2,1,['손흥민에버튼전']
손흥민리그8호골,2,0,[]
한국일본동아시안컵,2,0,[]
박지성일본,2,0,[]
dallasmavericks,2,2,"['goldenstatewarriorsvsdallasmavericksfullgamehighlights', 'goldenstatewarriorsvsdallasmaverickshighlights']"
mavericksvsgswarriorsfullgamehighlights,2,0,[]
warriorsvsmavericks,2,1,['gswarriorsvsmavericksfullgamehighlights']
살라,2,0,[]
최형우,2,0,[]
최정,2,0,[]
gswvscavs,2,0,[]
warriorsvscavaliersfullgamehighlights,2,1,['gswarriorsvscavaliersfullgamehighlights']
cavaliersvswarriorsfullgamehighlights,2,0,[]
goldenstatevscleveland,2,0,[]
김재환,2,0,[]
오재일,2,0,[]
박석민,2,0,[]
수아레스,2,0,[]
지단,2,0,[]
kimgeon-ung,2,0,[]
k-league,2,0,[]
아스날,2,0,[]
goldenstatewarriorsvsdallasmavericksfullgamehighlights,2,0,[]
첼시,2,0,[]
사우샘프턴,2,0,[]
highlihgt,2,0,[]
kane,2,1,['harrykanegoal']
hangđ?y,2,0,[]
shuhmyeong,2,0,[]
giaoh?u,2,0,[]
????,2,25,"['?????', '??????', '????????????????????????????????', '????????????', '???????', '????????????????????', '?????????', '??????????', '????????', '????????????????', '???????????????', '??????????????', '???????????', '????????????????46', '????????2018', '??????????32', '???????????????????', '?????????????????', '????????????????????????????????????????2-2-???????????????-?????????????', '??-??????', '??????2017', '??????hd', '??????2017??????', '??????????????????', '????????????????????????????1-1-??????????????-???????????????-???????????']"
gswarriorsvsmavericksfullgamehighlights,2,0,[]
mavericks,2,7,"['dallasmavericks', 'mavericksvsgswarriorsfullgamehighlights', 'warriorsvsmavericks', 'goldenstatewarriorsvsdallasmavericksfullgamehighlights', 'gswarriorsvsmavericksfullgamehighlights', 'mavericksvswarriors', 'goldenstatewarriorsvsdallasmaverickshighlights']"
mavericksvswarriors,2,0,[]
goldenstatewarriorsvsdallasmaverickshighlights,2,0,[]
goldenstatevsdallas,2,0,[]
해외축구,2,1,['해외축구갤러리']
ffan축구,2,0,[]
이승우온두라스,2,0,[]
한국일본하이라이트,2,0,[]
동남아,2,0,[]
사상,2,0,[]
4강신화,2,0,[]
열광,2,0,[]
nguy?ncongph??ng,2,0,[]
binhlu?nbongđa,2,0,[]
감아차기,2,1,['토트넘감아차기']
도곡베이스볼아카데미,2,0,[]
스피드킹컨테스트,2,0,[]
도곡야구아카데미,2,0,[]
초딩야구,2,0,[]
스피드킹,2,1,['스피드킹컨테스트']
초딩구속,2,0,[]
사포,2,0,[]
설현,2,0,[]
골키퍼,2,0,[]
우석고,2,0,[]
포인트,2,0,[]
공격,2,1,['토트넘공격진']
philadelphiasixers,2,4,"['bostoncelticsvsphiladelphiasixershighlights', 'bostoncelticsvsphiladelphiasixersfullgamehighlights', 'clevelandcavaliersvsphiladelphiasixerslakersfullgamehighlights', 'clevelandcavaliersvsphiladelphiasixershighlights']"
sixers,2,13,"['philadelphiasixers', 'sixersvscelticsfullgamehighlights', 'bostoncelticsvsphiladelphiasixershighlights', 'sixersvscelticsgame3', 'celticsvssixersgame3', 'bostoncelticsvsphiladelphiasixersfullgamehighlights', 'celticsvssixersfullgamehighlights', 'clevelandcavaliersvsphiladelphiasixerslakersfullgamehighlights', 'sixersvscavaliers', 'sixersvscavaliersfullgamehighlights', 'cavaliersvssixers', 'cavaliersvssixersfullgamehighlights', 'clevelandcavaliersvsphiladelphiasixershighlights']"
석현준트루아,2,0,[]
석현준하이라이트,2,0,[]
